45,45,45,2
46,45,45,2
47,45,45,2
45,46,45,2
46,46,45,2
47,46,45,2
45,47,45,2
46,47,45,2
47,47,45,2
45,45,46,2
46,45,46,2
47,45,46,2
45,46,46,2
46,46,46,2
47,46,46,2
45,47,46,2
46,47,46,2
47,47,46,2
45,45,47,2
46,45,47,2
47,45,47,2
45,46,47,2
46,46,47,2
47,46,47,2
45,47,47,2
46,47,47,2
47,47,47,2
48,45,45,1
49,45,45,1
50,45,45,1
48,46,45,1
49,46,45,1
50,46,45,1
48,47,45,1
49,47,45,1
50,47,45,1
49,48,45,1
48,45,46,1
49,45,46,1
50,45,46,1
48,46,46,1
49,46,46,1
50,46,46,1
48,47,46,1
49,47,46,1
50,47,46,1
48,45,47,1
49,45,47,1
50,45,47,1
48,46,47,1
49,46,47,1
50,46,47,1
48,47,47,1
49,47,47,1
50,47,47,1
45,45,48,1
46,45,48,1
47,45,48,1
48,45,48,1
49,45,48,1
50,45,48,1
45,46,48,1
46,46,48,1
47,46,48,1
48,46,48,1
49,46,48,1
50,46,48,1
45,47,48,1
46,47,48,1
47,47,48,1
48,47,48,1
49,47,48,1
50,47,48,1
45,45,49,1
46,45,49,1
47,45,49,1
48,45,49,1
49,45,49,1
50,45,49,1
46,46,49,1
45,46,49,1
47,46,49,1
48,46,49,1
49,46,49,1
50,46,49,1
45,47,49,1
46,47,49,1
47,47,49,1
48,47,49,1
49,47,49,1
50,47,49,1
45,48,49,1
50,48,49,1
45,45,50,1
46,45,50,1
47,45,50,1
48,45,50,1
49,45,50,1
50,45,50,1
45,46,50,1
46,46,50,1
47,46,50,1
48,46,50,1
49,46,50,1
50,46,50,1
45,47,50,1
46,47,50,1
47,47,50,1
48,47,50,1
49,47,50,1
50,47,50,1
45,45,51,1
46,45,51,1
47,45,51,1
48,45,51,1
49,45,51,1
50,45,51,1
45,46,51,1
46,46,51,1
47,46,51,1
48,46,51,1
49,46,51,1
50,46,51,1
45,47,51,1
46,47,51,1
47,47,51,1
48,47,51,1
49,47,51,1
50,47,51,1
48,48,51,1
45,47,52,3
47,46,52,1
47,44,48,1
48,46,44,1
51,46,48,1
44,46,49,1
